Datetime,Open,High,Low,Close,Volume,QuantityVol
1609113600000,0.0002961,0.0003031,0.0002956,0.0003008,329522,3295220000
1609128000000,0.0003008,0.0003051,0.0002988,0.0003035,297116,2971160000
1609142400000,0.0003039,0.0003055,0.0002999,0.000303,277808,2778080000
1609156800000,0.000303,0.0003065,0.0002989,0.0003037,259810,2598100000
1609171200000,0.0003038,0.0003064,0.0003021,0.0003042,205353,2053530000
1609185600000,0.0003041,0.000307,0.0002976,0.0003007,241694,2416940000
1609200000000,0.0003008,0.0003022,0.0002841,0.0002852,223532,2235320000
1609214400000,0.0002853,0.0002891,0.0002838,0.000287,119152,1191520000
1609228800000,0.0002869,0.0002929,0.0002869,0.0002895,128814,1288140000
1609243200000,0.0002894,0.0002916,0.0002867,0.0002879,158857,1588570000
1609257600000,0.0002879,0.0002906,0.0002818,0.00029,100305,1003050000
1609272000000,0.0002901,0.0002903,0.0002849,0.0002899,133294,1332940000
1609286400000,0.0002899,0.0002938,0.0002853,0.0002858,127165,1271650000
1609300800000,0.0002859,0.0002861,0.0002831,0.0002856,121828,1218280000
1609315200000,0.0002855,0.0002891,0.0002804,0.000286,178369,1783690000
1609329600000,0.0002861,0.0002907,0.0002831,0.0002898,197297,1972970000
1609344000000,0.0002898,0.000293,0.0002874,0.0002928,222962,2229620000
1609358400000,0.0002928,0.0002954,0.0002889,0.0002941,206033,2060330000
1609372800000,0.0002941,0.0002941,0.0002857,0.0002877,190657,1906570000
1609387200000,0.0002878,0.0002903,0.000287,0.0002889,170617,1706170000
1609401600000,0.000289,0.0002894,0.0002875,0.0002881,113973,1139730000
1609416000000,0.0002881,0.0002886,0.0002817,0.0002849,110385,1103850000
1609430400000,0.000285,0.0002874,0.0002841,0.0002864,119009,1190090000
1609444800000,0.0002865,0.0002899,0.0002842,0.0002882,187148,1871480000
1609459200000,0.0002884,0.0002927,0.000287,0.0002914,111789,1117890000
1609473600000,0.0002914,0.0002931,0.0002883,0.0002891,71757,717570000
1609488000000,0.000289,0.0002937,0.0002871,0.0002931,37916,379160000
1609502400000,0.0002927,0.0002934,0.0002904,0.0002921,54229,542290000
1609516800000,0.000292,0.0002921,0.0002874,0.000289,44655,446550000
1609531200000,0.0002891,0.0002939,0.0002891,0.0002929,59812,598120000
1609545600000,0.0002925,0.0002999,0.0002884,0.0002995,68132,681320000
1609560000000,0.0002994,0.0002998,0.0002963,0.0002972,62496,624960000
1609574400000,0.0002971,0.000299,0.0002938,0.0002987,54597,545970000
1609588800000,0.000299,0.0002994,0.0002956,0.0002967,77558,775580000
1609603200000,0.0002968,0.0003602,0.0002957,0.0003416,148113,1481130000
1609617600000,0.0003415,0.000349,0.0003208,0.0003376,184498,1844980000
1609632000000,0.0003374,0.0003375,0.0003148,0.0003155,188421,1884210000
1609646400000,0.0003153,0.0003398,0.0003108,0.0003318,257210,2572100000
1609660800000,0.0003316,0.0003328,0.000318,0.0003191,299743,2997430000
1609675200000,0.0003193,0.0003281,0.0003163,0.000321,274439,2744390000
1609689600000,0.000321,0.0003224,0.0003108,0.0003165,208079,2080790000
1609704000000,0.0003167,0.0003213,0.000313,0.0003135,174342,1743420000
1609718400000,0.0003134,0.0003312,0.0003132,0.0003241,250038,2500380000
1609732800000,0.0003238,0.0003339,0.0003089,0.0003123,227252,2272520000
1609747200000,0.0003124,0.0003183,0.0002919,0.0003012,233284,2332840000
1609761600000,0.0003014,0.0003111,0.0003009,0.000309,276928,2769280000
1609776000000,0.0003089,0.0003098,0.0003023,0.0003091,42479,424790000
1609790400000,0.0003093,0.0003149,0.0003074,0.0003137,29468,294680000
1609804800000,0.0003135,0.0003154,0.0002924,0.0002931,117890,1178900000
1609819200000,0.0002932,0.0002992,0.0002903,0.0002967,150103,1501030000
1609833600000,0.0002968,0.0003039,0.0002962,0.0003033,256295,2562950000
1609848000000,0.0003035,0.0003064,0.000297,0.0002993,338809,3388090000
1609862400000,0.0002991,0.000309,0.0002981,0.0003066,217274,2172740000
1609876800000,0.0003067,0.0003123,0.0003055,0.0003097,24642,246420000
1609891200000,0.0003099,0.0003127,0.0003059,0.0003074,155012,1550120000
1609905600000,0.0003075,0.0003103,0.0003053,0.0003094,483025,4830250000
1609920000000,0.0003096,0.0003117,0.0003072,0.0003089,394687,3946870000
1609934400000,0.0003089,0.0003348,0.0003088,0.0003276,334784,3347840000
1609948800000,0.0003278,0.0003301,0.0003218,0.0003223,321920,3219200000
1609963200000,0.0003222,0.0003294,0.0003165,0.0003248,43830,438300000
1609977600000,0.0003248,0.000331,0.0003212,0.0003274,321387,3213870000
1609992000000,0.0003274,0.0003372,0.0003259,0.0003275,374047,3740470000
1610006400000,0.0003283,0.00034,0.0003283,0.0003388,494559,4945590000
1610020800000,0.0003388,0.0003483,0.0003367,0.000344,447457,4474570000
1610035200000,0.0003438,0.0003457,0.0003165,0.0003295,296020,2960200000
1610049600000,0.0003296,0.000339,0.0003273,0.0003318,34448,344480000
1610064000000,0.0003318,0.0003331,0.0003151,0.0003237,466891,4668910000
1610078400000,0.0003236,0.0003281,0.0003195,0.000327,380537,3805370000
1610092800000,0.0003269,0.0003315,0.0003224,0.0003263,290594,2905940000
1610107200000,0.0003263,0.0003316,0.0003201,0.0003254,321205,3212050000
1610121600000,0.0003259,0.0003331,0.0003235,0.0003298,325014,3250140000
1610136000000,0.0003301,0.0003332,0.0003215,0.0003324,84627,846270000
1610150400000,0.0003325,0.000529,0.0003317,0.0004498,485925,4859250000
1610164800000,0.0004495,0.0004519,0.0003932,0.0004135,133740,1337400000
1610179200000,0.0004135,0.0004189,0.0003766,0.0003816,109675,1096750000
1610193600000,0.0003816,0.0004126,0.0003805,0.0003973,204618,2046180000
1610208000000,0.0003975,0.0004006,0.0003821,0.0003984,347872,3478720000
1610222400000,0.0003982,0.0004174,0.000395,0.0004103,47232,472320000
1610236800000,0.0004098,0.000455,0.0004096,0.0004175,313871,3138710000
1610251200000,0.0004177,0.0004215,0.0004042,0.0004164,257829,2578290000
1610265600000,0.0004171,0.0004239,0.0003789,0.0003789,209143,2091430000
1610280000000,0.0003789,0.0004018,0.0003735,0.0003885,108804,1088040000
1610294400000,0.0003888,0.0003916,0.0003782,0.0003841,85847,858470000
1610308800000,0.0003831,0.0004338,0.0003766,0.0004298,30261,302610000
1610323200000,0.0004297,0.0004299,0.0003339,0.0003477,578339,5783390000
1610337600000,0.0003476,0.000358,0.0003344,0.0003469,452778,4527780000
1610352000000,0.0003471,0.0003602,0.0003442,0.0003516,180899,1808990000
1610366400000,0.0003515,0.0003524,0.0003247,0.0003345,86718,867180000
1610380800000,0.0003346,0.0003357,0.0003157,0.000335,59738,597380000
1610395200000,0.0003349,0.0003532,0.0003305,0.000349,35729,357290000
1610409600000,0.0003499,0.0003715,0.000339,0.0003715,223232,2232320000
1610424000000,0.0003715,0.0003737,0.000356,0.0003627,449921,4499210000
1610438400000,0.0003627,0.000367,0.000345,0.0003668,371367,3713670000
1610452800000,0.0003667,0.0003699,0.0003425,0.0003495,393856,3938560000
1610467200000,0.0003491,0.0003624,0.0003491,0.0003584,280153,2801530000
1610481600000,0.0003583,0.0003661,0.000351,0.0003542,26624,266240000
1610496000000,0.0003548,0.0003583,0.0003444,0.0003571,262182,2621820000
1610510400000,0.0003572,0.0003575,0.0003489,0.0003575,277317,2773170000
1610524800000,0.0003584,0.000364,0.0003496,0.0003496,166280,1662800000
1610539200000,0.0003493,0.0003561,0.0003458,0.000353,180749,1807490000
1610553600000,0.000353,0.0003633,0.0003522,0.0003607,33828,338280000
1610568000000,0.0003606,0.000365,0.0003589,0.0003642,41897,418970000
1610582400000,0.0003643,0.0003675,0.0003474,0.000349,103624,1036240000
1610596800000,0.0003489,0.0003609,0.0003488,0.0003593,173540,1735400000
